AIS,MUNICIPIO,NATUREZA DO FATO,ARMA-UTILZADA,DATA,SEXO,IDADE,State,Country,LATITUTDE,LONGITUDE,DiaDaSemana,Mes
AIS 12,Guaiúba,HOMICIDIO DOLOSO,Arma de fogo,15/09/2020,Masculino,34,Ceará,Brazil,-4.0412656,-38.6369079,Terça,Setembro
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,15/09/2020,Masculino,41,Ceará,Brazil,-4.171073000000002,-38.464988,Terça,Setembro
AIS 12,Guaiúba,HOMICIDIO DOLOSO,Arma de fogo,15/09/2020,Masculino,18,Ceará,Brazil,-4.0412656,-38.6369079,Terça,Setembro
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,15/09/2020,Masculino,23,Ceará,Brazil,-4.171073000000002,-38.464988,Terça,Setembro
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma de fogo,16/09/2020,Feminino,37,Ceará,Brazil,-3.6879135,-40.34563720000001,Quarta,Setembro
AIS 20,Quixadá,HOMICIDIO DOLOSO,Arma de fogo,16/09/2020,Feminino,41,Ceará,Brazil,-4.970602099999999,-39.0158403,Quarta,Setembro
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,16/09/2020,Masculino,20,Ceará,Brazil,-3.8779437999999993,-38.6247697,Quarta,Setembro
AIS 18,Jaguaribe,HOMICIDIO DOLOSO,Arma de fogo,16/09/2020,Masculino,41,Ceará,Brazil,-5.8854585,-38.62129570000001,Quarta,Setembro
AIS 21,Icó,HOMICIDIO DOLOSO,Arma de fogo,16/09/2020,Masculino,33,Ceará,Brazil,-6.4003992,-38.8575946,Quarta,Setembro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma branca,16/09/2020,Masculino,-,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Quarta,Setembro
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,16/09/2020,Masculino,47,Ceará,Brazil,-4.171073000000002,-38.464988,Quarta,Setembro
AIS 18,Russas,HOMICIDIO DOLOSO,Arma de fogo,16/09/2020,Masculino,16,Ceará,Brazil,-4.9354279000000005,-37.9783838,Quarta,Setembro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,16/09/2020,Masculino,22,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Quarta,Setembro
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,16/09/2020,Masculino,18,Ceará,Brazil,-3.7304512,-38.5217989,Quarta,Setembro
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,16/09/2020,Masculino,20,Ceará,Brazil,-3.7304512,-38.5217989,Quarta,Setembro
AIS 11,São Luís do Curu,HOMICIDIO DOLOSO,Arma de fogo,16/09/2020,Feminino,17,Ceará,Brazil,-3.672399,-39.2364881,Quarta,Setembro
AIS 13,Horizonte,HOMICIDIO DOLOSO,Outros meios,16/09/2020,Masculino,31,Ceará,Brazil,-4.096461799999998,-38.49655739999999,Quarta,Setembro
AIS 12,Itaitinga,HOMICIDIO DOLOSO,Arma de fogo,16/09/2020,Masculino,46,Ceará,Brazil,-3.965768,-38.529763,Quarta,Setembro
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,16/09/2020,Masculino,16,Ceará,Brazil,-3.7304512,-38.5217989,Quarta,Setembro
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,17/09/2020,Masculino,31,Ceará,Brazil,-3.8922967000000006,-38.6835427,Quinta,Setembro
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,17/09/2020,Masculino,43,Ceará,Brazil,-3.8779437999999993,-38.6247697,Quinta,Setembro
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma de fogo,17/09/2020,Feminino,40,Ceará,Brazil,-3.6879135,-40.34563720000001,Quinta,Setembro
AIS 14,Tianguá,HOMICIDIO DOLOSO,Arma de fogo,17/09/2020,Masculino,21,Ceará,Brazil,-3.7307332,-41.0004019,Quinta,Setembro
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,17/09/2020,Masculino,21,Ceará,Brazil,-3.8779437999999993,-38.6247697,Quinta,Setembro
AIS 18,Beberibe,HOMICIDIO DOLOSO,Arma de fogo,17/09/2020,Masculino,37,Ceará,Brazil,-4.1810469,-38.1298101,Quinta,Setembro
AIS 18,Russas,HOMICIDIO DOLOSO,Arma de fogo,17/09/2020,Masculino,30,Ceará,Brazil,-4.9354279000000005,-37.9783838,Quinta,Setembro
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,17/09/2020,Feminino,29,Ceará,Brazil,-3.7304512,-38.5217989,Quinta,Setembro
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,18/09/2020,Feminino,27,Ceará,Brazil,-3.8779437999999993,-38.6247697,Sexta,Setembro
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma branca,18/09/2020,Masculino,-,Ceará,Brazil,-3.7304512,-38.5217989,Sexta,Setembro
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,18/09/2020,Masculino,-,Ceará,Brazil,-3.7304512,-38.5217989,Sexta,Setembro
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,18/09/2020,Masculino,-,Ceará,Brazil,-3.7304512,-38.5217989,Sexta,Setembro
AIS 14,Camocim,HOMICIDIO DOLOSO,Arma de fogo,18/09/2020,Masculino,22,Ceará,Brazil,-2.9009918,-40.84273889999999,Sexta,Setembro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,18/09/2020,Feminino,48,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Sexta,Setembro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,18/09/2020,Masculino,22,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Sexta,Setembro
AIS 17,Morrinhos,HOMICIDIO DOLOSO,Arma de fogo,18/09/2020,Masculino,20,Ceará,Brazil,-3.2275749,-40.1280783,Sexta,Setembro
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,18/09/2020,Masculino,29,Ceará,Brazil,-3.7304512,-38.5217989,Sexta,Setembro
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma de fogo,18/09/2020,Masculino,33,Ceará,Brazil,-3.6879135,-40.34563720000001,Sexta,Setembro
AIS 12,Pacatuba,HOMICIDIO DOLOSO,Arma branca,19/09/2020,Masculino,38,Ceará,Brazil,-3.9841,-38.6180383,Sábado,Setembro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,19/09/2020,Masculino,38,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Sábado,Setembro
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,19/09/2020,Masculino,37,Ceará,Brazil,-7.215345299999999,-39.3153336,Sábado,Setembro
AIS 13,Pacajus,HOMICIDIO DOLOSO,Outros meios,19/09/2020,Masculino,-,Ceará,Brazil,-4.171073000000002,-38.464988,Sábado,Setembro
AIS 13,Pacajus,HOMICIDIO DOLOSO,Outros meios,19/09/2020,Masculino,-,Ceará,Brazil,-4.171073000000002,-38.464988,Sábado,Setembro
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,19/09/2020,Masculino,41,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Setembro
AIS 12,Itaitinga,HOMICIDIO DOLOSO,Arma de fogo,19/09/2020,Masculino,71,Ceará,Brazil,-3.965768,-38.529763,Sábado,Setembro
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma de fogo,19/09/2020,Masculino,36,Ceará,Brazil,-3.6879135,-40.34563720000001,Sábado,Setembro
AIS 16,Monsenhor Tabosa,HOMICIDIO DOLOSO,Arma de fogo,19/09/2020,Masculino,42,Ceará,Brazil,-4.7879512,-40.063949,Sábado,Setembro
AIS 14,Moraújo,HOMICIDIO DOLOSO,Arma branca,19/09/2020,Feminino,45,Ceará,Brazil,-3.4657654000000004,-40.679146,Sábado,Setembro
AIS 14,Senador Sá,HOMICIDIO DOLOSO,Arma de fogo,20/09/2020,Masculino,46,Ceará,Brazil,-3.2791669000000003,-40.42313278410271,Domingo,Setembro
AIS 19,Crato,HOMICIDIO DOLOSO,Arma de fogo,20/09/2020,Masculino,16,Ceará,Brazil,-7.2369112000000015,-39.4149236,Domingo,Setembro
AIS 18,Icapuí,HOMICIDIO DOLOSO,Arma de fogo,20/09/2020,Masculino,32,Ceará,Brazil,-4.7158474,-37.3535365,Domingo,Setembro
AIS 20,Jaguaretama,HOMICIDIO DOLOSO,Arma de fogo,20/09/2020,Masculino,34,Ceará,Brazil,-5.6092417,-38.7630077,Domingo,Setembro
AIS 20,Morada Nova,ROUBO SEGUIDO DE MORTE (LATROCINIO),Arma de fogo,20/09/2020,Masculino,29,Ceará,Brazil,-5.1076699,-38.3727852,Domingo,Setembro
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,20/09/2020,Masculino,18,Ceará,Brazil,-3.7304512,-38.5217989,Domingo,Setembro
AIS 19,Porteiras,HOMICIDIO DOLOSO,Arma branca,20/09/2020,Feminino,33,Ceará,Brazil,-7.5341572,-39.1153149,Domingo,Setembro
AIS 19,Jardim,HOMICIDIO DOLOSO,Arma de fogo,21/09/2020,Masculino,34,Ceará,Brazil,-7.5838966,-39.279713,Segunda,Setembro
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,21/09/2020,Masculino,47,Ceará,Brazil,-3.7304512,-38.5217989,Segunda,Setembro
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,21/09/2020,Feminino,17,Ceará,Brazil,-3.8779437999999993,-38.6247697,Segunda,Setembro
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,21/09/2020,Masculino,27,Ceará,Brazil,-3.7304512,-38.5217989,Segunda,Setembro
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma branca,21/09/2020,Masculino,-,Ceará,Brazil,-3.7304512,-38.5217989,Segunda,Setembro
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma de fogo,21/09/2020,Masculino,27,Ceará,Brazil,-3.6879135,-40.34563720000001,Segunda,Setembro
AIS 18,Alto Santo,HOMICIDIO DOLOSO,Arma de fogo,21/09/2020,Masculino,27,Ceará,Brazil,-5.5190371,-38.2719351,Segunda,Setembro
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,21/09/2020,Masculino,15,Ceará,Brazil,-4.171073000000002,-38.464988,Segunda,Setembro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,21/09/2020,Masculino,22,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Segunda,Setembro
AIS 18,Quixeré,HOMICIDIO DOLOSO,Arma de fogo,21/09/2020,Masculino,22,Ceará,Brazil,-5.074284099999999,-37.9892825,Segunda,Setembro
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma de fogo,21/09/2020,Feminino,25,Ceará,Brazil,-3.6879135,-40.34563720000001,Segunda,Setembro
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma de fogo,22/09/2020,Masculino,32,Ceará,Brazil,-3.6879135,-40.34563720000001,Terça,Setembro
AIS 18,Limoeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,22/09/2020,Masculino,28,Ceará,Brazil,-5.145560700000001,-38.0984936,Terça,Setembro
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,22/09/2020,Masculino,22,Ceará,Brazil,-3.8779437999999993,-38.6247697,Terça,Setembro
AIS 18,Jaguaruana,HOMICIDIO DOLOSO,Arma de fogo,22/09/2020,Masculino,37,Ceará,Brazil,-4.831508,-37.780997,Terça,Setembro
AIS 12,Itaitinga,HOMICIDIO DOLOSO,Arma de fogo,22/09/2020,Masculino,33,Ceará,Brazil,-3.965768,-38.529763,Terça,Setembro
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,22/09/2020,Masculino,35,Ceará,Brazil,-3.7304512,-38.5217989,Terça,Setembro
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,22/09/2020,Feminino,24,Ceará,Brazil,-3.8779437999999993,-38.6247697,Terça,Setembro
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,22/09/2020,Masculino,34,Ceará,Brazil,-3.7304512,-38.5217989,Terça,Setembro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,23/09/2020,Masculino,81,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Quarta,Setembro
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,23/09/2020,Masculino,24,Ceará,Brazil,-3.7304512,-38.5217989,Quarta,Setembro
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma branca,23/09/2020,Masculino,25,Ceará,Brazil,-7.215345299999999,-39.3153336,Quarta,Setembro
AIS 11,São Gonçalo do Amarante,HOMICIDIO DOLOSO,Arma de fogo,23/09/2020,Feminino,41,Ceará,Brazil,-3.6099755,-38.96871820000001,Quarta,Setembro
AIS 18,Russas,HOMICIDIO DOLOSO,Arma branca,24/09/2020,Masculino,19,Ceará,Brazil,-4.9354279000000005,-37.9783838,Quinta,Setembro
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Outros meios,24/09/2020,Masculino,27,Ceará,Brazil,-3.7304512,-38.5217989,Quinta,Setembro
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,24/09/2020,Masculino,38,Ceará,Brazil,-3.7304512,-38.5217989,Quinta,Setembro
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,24/09/2020,Masculino,17,Ceará,Brazil,-3.7304512,-38.5217989,Quinta,Setembro
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,24/09/2020,Masculino,15,Ceará,Brazil,-3.8922967000000006,-38.6835427,Quinta,Setembro
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,24/09/2020,Masculino,18,Ceará,Brazil,-3.7304512,-38.5217989,Quinta,Setembro
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,24/09/2020,Masculino,31,Ceará,Brazil,-3.7304512,-38.5217989,Quinta,Setembro
AIS 10,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,24/09/2020,Masculino,37,Ceará,Brazil,-3.7304512,-38.5217989,Quinta,Setembro
AIS 15,Aracoiaba,HOMICIDIO DOLOSO,Arma de fogo,24/09/2020,Masculino,16,Ceará,Brazil,-4.370257700000002,-38.8084313,Quinta,Setembro
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,25/09/2020,Masculino,50,Ceará,Brazil,-3.7304512,-38.5217989,Sexta,Setembro
AIS 22,Quiterianópolis,HOMICIDIO DOLOSO,Arma branca,25/09/2020,Masculino,35,Ceará,Brazil,-5.8458117,-40.70218120000001,Sexta,Setembro
AIS 12,Itaitinga,HOMICIDIO DOLOSO,Arma de fogo,25/09/2020,Masculino,51,Ceará,Brazil,-3.965768,-38.529763,Sexta,Setembro
AIS 14,Mucambo,HOMICIDIO DOLOSO,Outros meios,25/09/2020,Masculino,23,Ceará,Brazil,-3.904328500000001,-40.7454425,Sexta,Setembro
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,25/09/2020,Masculino,44,Ceará,Brazil,-3.7304512,-38.5217989,Sexta,Setembro
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,25/09/2020,Masculino,28,Ceará,Brazil,-3.7304512,-38.5217989,Sexta,Setembro
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,26/09/2020,Masculino,19,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Setembro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,26/09/2020,Masculino,-,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Sábado,Setembro
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,26/09/2020,Masculino,-,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Setembro
AIS 14,Sobral,HOMICIDIO DOLOSO,Arma branca,26/09/2020,Masculino,33,Ceará,Brazil,-3.6879135,-40.34563720000001,Sábado,Setembro
AIS 4,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,26/09/2020,Masculino,38,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Setembro
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,26/09/2020,Masculino,30,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Setembro
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,26/09/2020,Masculino,42,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Setembro
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,26/09/2020,Masculino,17,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Setembro
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,26/09/2020,Masculino,23,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Setembro
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,26/09/2020,Masculino,26,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Setembro
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,26/09/2020,Masculino,33,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Setembro
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,26/09/2020,Masculino,51,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Setembro
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma branca,26/09/2020,Masculino,44,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Setembro
AIS 4,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,27/09/2020,Feminino,29,Ceará,Brazil,-3.7304512,-38.5217989,Domingo,Setembro
AIS 12,Itaitinga,HOMICIDIO DOLOSO,Arma de fogo,27/09/2020,Masculino,22,Ceará,Brazil,-3.965768,-38.529763,Domingo,Setembro
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,27/09/2020,Masculino,27,Ceará,Brazil,-3.8779437999999993,-38.6247697,Domingo,Setembro
AIS 17,Tejuçuoca,HOMICIDIO DOLOSO,Arma de fogo,27/09/2020,Masculino,41,Ceará,Brazil,-3.9884273,-39.5797395,Domingo,Setembro
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,27/09/2020,Masculino,21,Ceará,Brazil,-4.171073000000002,-38.464988,Domingo,Setembro
AIS 15,Baturité,HOMICIDIO DOLOSO,Arma branca,27/09/2020,Masculino,29,Ceará,Brazil,-4.3290203,-38.8821055,Domingo,Setembro
AIS 20,Ibaretama,HOMICIDIO DOLOSO,Arma de fogo,27/09/2020,Masculino,43,Ceará,Brazil,-4.8194345,-38.8208476,Domingo,Setembro
AIS 17,Itapajé,HOMICIDIO DOLOSO,Arma de fogo,27/09/2020,Masculino,26,Ceará,Brazil,-3.6841324,-39.5851265,Domingo,Setembro
AIS 12,Guaiúba,HOMICIDIO DOLOSO,Arma de fogo,28/09/2020,Masculino,37,Ceará,Brazil,-4.0412656,-38.6369079,Segunda,Setembro
AIS 13,Cascavel,HOMICIDIO DOLOSO,Arma de fogo,28/09/2020,Masculino,34,Ceará,Brazil,-4.129666,-38.24117800000001,Segunda,Setembro
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,28/09/2020,Masculino,23,Ceará,Brazil,-7.215345299999999,-39.3153336,Segunda,Setembro
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,28/09/2020,Masculino,17,Ceará,Brazil,-3.8922967000000006,-38.6835427,Segunda,Setembro
AIS 14,Massapê,HOMICIDIO DOLOSO,Arma de fogo,28/09/2020,Masculino,17,Ceará,Brazil,-3.5239058,-40.3423107,Segunda,Setembro
AIS 14,Sobral,ROUBO SEGUIDO DE MORTE (LATROCINIO),Arma branca,28/09/2020,Masculino,31,Ceará,Brazil,-3.6879135,-40.34563720000001,Segunda,Setembro
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,28/09/2020,Masculino,25,Ceará,Brazil,-3.8922967000000006,-38.6835427,Segunda,Setembro
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma branca,28/09/2020,Masculino,57,Ceará,Brazil,-3.7304512,-38.5217989,Segunda,Setembro
AIS 19,Barbalha,HOMICIDIO DOLOSO,Arma de fogo,28/09/2020,Masculino,27,Ceará,Brazil,-7.312106699999998,-39.30364270000001,Segunda,Setembro
AIS 14,Granja,HOMICIDIO DOLOSO,Arma branca,28/09/2020,Masculino,42,Ceará,Brazil,-3.1212057,-40.8284124,Segunda,Setembro
AIS 10,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,28/09/2020,Feminino,27,Ceará,Brazil,-3.7304512,-38.5217989,Segunda,Setembro
AIS 21,Orós,HOMICIDIO DOLOSO,Arma branca,28/09/2020,Masculino,25,Ceará,Brazil,-6.2427541,-38.9141151,Segunda,Setembro
AIS 21,Iguatu,HOMICIDIO DOLOSO,Arma de fogo,29/09/2020,Masculino,23,Ceará,Brazil,-6.361934,-39.29722329999999,Terça,Setembro
AIS 1,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,29/09/2020,Masculino,20,Ceará,Brazil,-3.7304512,-38.5217989,Terça,Setembro
AIS 12,Guaiúba,HOMICIDIO DOLOSO,Arma de fogo,29/09/2020,Masculino,17,Ceará,Brazil,-4.0412656,-38.6369079,Terça,Setembro
AIS 10,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,29/09/2020,Feminino,4,Ceará,Brazil,-3.7304512,-38.5217989,Terça,Setembro
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,29/09/2020,Masculino,32,Ceará,Brazil,-3.8922967000000006,-38.6835427,Terça,Setembro
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Outros meios,29/09/2020,Masculino,23,Ceará,Brazil,-7.215345299999999,-39.3153336,Terça,Setembro
AIS 16,Nova Russas,HOMICIDIO DOLOSO,Arma de fogo,30/09/2020,Masculino,27,Ceará,Brazil,-4.7051681,-40.565519,Quarta,Setembro
AIS 15,Aracoiaba,HOMICIDIO DOLOSO,Arma de fogo,30/09/2020,Masculino,60,Ceará,Brazil,-4.370257700000002,-38.8084313,Quarta,Setembro
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,30/09/2020,Masculino,51,Ceará,Brazil,-3.7304512,-38.5217989,Quarta,Setembro
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,30/09/2020,Masculino,40,Ceará,Brazil,-4.171073000000002,-38.464988,Quarta,Setembro
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,30/09/2020,Masculino,25,Ceará,Brazil,-3.7304512,-38.5217989,Quarta,Setembro
AIS 20,Ibicuitinga,HOMICIDIO DOLOSO,Arma de fogo,01/10/2020,Masculino,53,Ceará,Brazil,-4.975175900000001,-38.6368754,Quinta,Outubro
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Outros meios,01/10/2020,Masculino,21,Ceará,Brazil,-3.9063117,-38.387504,Quinta,Outubro
AIS 15,Caridade,HOMICIDIO DOLOSO,Arma de fogo,01/10/2020,Feminino,33,Ceará,Brazil,-4.2316487,-39.1946515,Quinta,Outubro
AIS 18,Jaguaribara,HOMICIDIO DOLOSO,Arma de fogo,01/10/2020,Feminino,26,Ceará,Brazil,-5.454494,-38.4679295,Quinta,Outubro
AIS 18,Jaguaribara,HOMICIDIO DOLOSO,Arma de fogo,01/10/2020,Masculino,31,Ceará,Brazil,-5.454494,-38.4679295,Quinta,Outubro
AIS 16,Hidrolândia,HOMICIDIO DOLOSO,Arma de fogo,01/10/2020,Masculino,36,Ceará,Brazil,-4.4084745000000005,-40.4065472,Quinta,Outubro
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,01/10/2020,Masculino,31,Ceará,Brazil,-3.7304512,-38.5217989,Quinta,Outubro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,01/10/2020,Masculino,19,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Quinta,Outubro
AIS 15,Caridade,HOMICIDIO DOLOSO,Arma de fogo,01/10/2020,Masculino,22,Ceará,Brazil,-4.2316487,-39.1946515,Quinta,Outubro
AIS 14,Groaíras,HOMICIDIO DOLOSO,Arma de fogo,01/10/2020,Masculino,20,Ceará,Brazil,-3.9157768,-40.3855093,Quinta,Outubro
AIS 20,Ibaretama,HOMICIDIO DOLOSO,Arma de fogo,02/10/2020,Masculino,21,Ceará,Brazil,-4.8194345,-38.8208476,Sexta,Outubro
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,02/10/2020,Masculino,27,Ceará,Brazil,-3.7304512,-38.5217989,Sexta,Outubro
AIS 20,Quixeramobim,HOMICIDIO DOLOSO,Arma branca,02/10/2020,Masculino,17,Ceará,Brazil,-5.1983553,-39.2955573,Sexta,Outubro
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,02/10/2020,Masculino,25,Ceará,Brazil,-3.7304512,-38.5217989,Sexta,Outubro
AIS 15,Canindé,LESAO CORPORAL SEGUIDA DE MORTE,Outros meios,02/10/2020,Masculino,37,Ceará,Brazil,-4.3547946,-39.3108516,Sexta,Outubro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,02/10/2020,Masculino,24,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Sexta,Outubro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,02/10/2020,Masculino,21,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Sexta,Outubro
AIS 11,São Luís do Curu,HOMICIDIO DOLOSO,Arma de fogo,02/10/2020,Feminino,25,Ceará,Brazil,-3.672399,-39.2364881,Sexta,Outubro
AIS 18,São João do Jaguaribe,HOMICIDIO DOLOSO,Arma de fogo,02/10/2020,Masculino,26,Ceará,Brazil,-5.2719441,-38.271993,Sexta,Outubro
AIS 19,Missão Velha,HOMICIDIO DOLOSO,Arma branca,03/10/2020,Masculino,27,Ceará,Brazil,-7.248491,-39.1434843,Sábado,Outubro
AIS 20,Quixadá,HOMICIDIO DOLOSO,Arma de fogo,03/10/2020,Masculino,39,Ceará,Brazil,-4.970602099999999,-39.0158403,Sábado,Outubro
AIS 11,Caucaia,HOMICIDIO DOLOSO,Outros meios,03/10/2020,Masculino,27,Ceará,Brazil,-3.7300562999999993,-38.65930820000001,Sábado,Outubro
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,03/10/2020,Masculino,56,Ceará,Brazil,-3.7304512,-38.5217989,Sábado,Outubro
AIS 18,Quixeré,HOMICIDIO DOLOSO,Arma de fogo,04/10/2020,Feminino,38,Ceará,Brazil,-5.074284099999999,-37.9892825,Domingo,Outubro
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,04/10/2020,Masculino,48,Ceará,Brazil,-3.7304512,-38.5217989,Domingo,Outubro
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,04/10/2020,Masculino,34,Ceará,Brazil,-3.8922967000000006,-38.6835427,Domingo,Outubro
AIS 22,Mombaça,HOMICIDIO DOLOSO,Arma de fogo,04/10/2020,Masculino,17,Ceará,Brazil,-5.745089900000001,-39.6293519,Domingo,Outubro
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,04/10/2020,Masculino,34,Ceará,Brazil,-3.7304512,-38.5217989,Domingo,Outubro
