AIS,MUNICIPIO,NATUREZA DO FATO,ARMA-UTILZADA,DATA,SEXO,IDADE,State,Country,LATITUTDE,LONGITUDE
AIS 11,São Luís do Curu,HOMICIDIO DOLOSO,Outros meios,22/01/2020,Masculino,52,Ceará,Brazil,-3.672399,-39.2364881
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma branca,22/01/2020,Masculino,-,Ceará,Brazil,-3.8779438,-38.6247697
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma de fogo,22/01/2020,Masculino,41,Ceará,Brazil,-3.9063117,-38.387504
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Outros meios,22/01/2020,Masculino,40,Ceará,Brazil,-3.7304512,-38.5217989
AIS 20,Quixadá,HOMICIDIO DOLOSO,Outros meios,22/01/2020,Feminino,44,Ceará,Brazil,-4.9706021,-39.0158403
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,22/01/2020,Masculino,49,Ceará,Brazil,-7.2153453,-39.3153336
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,22/01/2020,Masculino,17,Ceará,Brazil,-3.7304512,-38.5217989
AIS 11,Trairi,HOMICIDIO DOLOSO,Arma de fogo,22/01/2020,Masculino,27,Ceará,Brazil,-3.2741504,-39.2649188
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,22/01/2020,Masculino,24,Ceará,Brazil,-3.8779438,-38.6247697
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma branca,23/01/2020,Masculino,15,Ceará,Brazil,-3.8779438,-38.6247697
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,23/01/2020,Masculino,27,Ceará,Brazil,-3.8779438,-38.6247697
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,23/01/2020,Masculino,27,Ceará,Brazil,-3.8779438,-38.6247697
AIS 18,Icapuí,HOMICIDIO DOLOSO,Arma de fogo,24/01/2020,Masculino,35,Ceará,Brazil,-4.7158474,-37.3535365
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,24/01/2020,Masculino,24,Ceará,Brazil,-3.7304512,-38.5217989
AIS 11,Caucaia,HOMICIDIO DOLOSO,Outros meios,24/01/2020,Masculino,30,Ceará,Brazil,-3.7300563,-38.6593082
AIS 11,Caucaia,ROUBO SEGUIDO DE MORTE (LATROCINIO),Outros meios,24/01/2020,Feminino,82,Ceará,Brazil,-3.7300563,-38.6593082
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,24/01/2020,Masculino,14,Ceará,Brazil,-3.7304512,-38.5217989
AIS 17,Acaraú,HOMICIDIO DOLOSO,Arma de fogo,25/01/2020,Masculino,24,Ceará,Brazil,-2.8869514,-40.1194713
AIS 17,Acaraú,HOMICIDIO DOLOSO,Arma de fogo,25/01/2020,Masculino,38,Ceará,Brazil,-2.8869514,-40.1194713
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,25/01/2020,Feminino,30,Ceará,Brazil,-7.2153453,-39.3153336
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,25/01/2020,Feminino,-,Ceará,Brazil,-3.7300563,-38.6593082
AIS 16,Independência,HOMICIDIO DOLOSO,Arma branca,25/01/2020,Masculino,31,Ceará,Brazil,-5.3958538,-40.3108896
AIS 20,Quixadá,HOMICIDIO DOLOSO,Arma branca,25/01/2020,Masculino,41,Ceará,Brazil,-4.9706021,-39.0158403
AIS 17,Uruburetama,HOMICIDIO DOLOSO,Arma de fogo,25/01/2020,Masculino,18,Ceará,Brazil,-3.6235302,-39.5050697
AIS 12,Itaitinga,HOMICIDIO DOLOSO,Arma de fogo,25/01/2020,Masculino,16,Ceará,Brazil,-3.965768,-38.529763
AIS 18,Limoeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,25/01/2020,Masculino,36,Ceará,Brazil,-5.1455607,-38.0984936
AIS 4,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,25/01/2020,Masculino,20,Ceará,Brazil,-3.7304512,-38.5217989
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,25/01/2020,Feminino,28,Ceará,Brazil,-3.7304512,-38.5217989
AIS 14,Martinópole,LESAO CORPORAL SEGUIDA DE MORTE,Outros meios,25/01/2020,Feminino,47,Ceará,Brazil,-3.2235114,-40.6958832
AIS 12,Itaitinga,HOMICIDIO DOLOSO,Arma de fogo,25/01/2020,Masculino,30,Ceará,Brazil,-3.965768,-38.529763
AIS 17,Itapipoca,HOMICIDIO DOLOSO,Arma de fogo,25/01/2020,Masculino,32,Ceará,Brazil,-3.499329,-39.583571
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,25/01/2020,Feminino,33,Ceará,Brazil,-3.7304512,-38.5217989
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma branca,26/01/2020,Masculino,59,Ceará,Brazil,-3.9063117,-38.387504
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma branca,26/01/2020,Feminino,27,Ceará,Brazil,-7.2153453,-39.3153336
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,26/01/2020,Masculino,18,Ceará,Brazil,-3.7304512,-38.5217989
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,26/01/2020,Masculino,-,Ceará,Brazil,-3.7300563,-38.6593082
AIS 15,Baturité,HOMICIDIO DOLOSO,Arma de fogo,26/01/2020,Masculino,27,Ceará,Brazil,-4.3290203,-38.8821055
AIS 20,Quixadá,HOMICIDIO DOLOSO,Arma de fogo,26/01/2020,Masculino,22,Ceará,Brazil,-4.9706021,-39.0158403
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,26/01/2020,Masculino,19,Ceará,Brazil,-3.7304512,-38.5217989
AIS 18,Icapuí,HOMICIDIO DOLOSO,Arma de fogo,26/01/2020,Masculino,32,Ceará,Brazil,-4.7158474,-37.3535365
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,27/01/2020,Masculino,21,Ceará,Brazil,-3.7300563,-38.6593082
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,27/01/2020,Masculino,38,Ceará,Brazil,-3.8922967,-38.6835427
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Outros meios,27/01/2020,Feminino,-,Ceará,Brazil,-3.8779438,-38.6247697
AIS 20,Milhã,HOMICIDIO DOLOSO,Arma de fogo,27/01/2020,Masculino,40,Ceará,Brazil,-5.6834601,-39.1970885
AIS 13,Horizonte,HOMICIDIO DOLOSO,Arma de fogo,27/01/2020,Masculino,35,Ceará,Brazil,-4.0964618,-38.4965574
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma branca,27/01/2020,Masculino,21,Ceará,Brazil,-3.7300563,-38.6593082
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,27/01/2020,Masculino,27,Ceará,Brazil,-3.8922967,-38.6835427
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,27/01/2020,Masculino,27,Ceará,Brazil,-3.7304512,-38.5217989
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,27/01/2020,Masculino,22,Ceará,Brazil,-3.7300563,-38.6593082
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,27/01/2020,Masculino,24,Ceará,Brazil,-3.8922967,-38.6835427
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,28/01/2020,Masculino,29,Ceará,Brazil,-3.7304512,-38.5217989
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,28/01/2020,Masculino,36,Ceará,Brazil,-3.7304512,-38.5217989
AIS 18,Aracati,HOMICIDIO DOLOSO,Arma de fogo,28/01/2020,Masculino,36,Ceará,Brazil,-4.558259,-37.767894
AIS 20,Pedra Branca,HOMICIDIO DOLOSO,Arma de fogo,28/01/2020,Masculino,44,Ceará,Brazil,-5.455674,-39.7166286
AIS 20,Solonópole,HOMICIDIO DOLOSO,Arma de fogo,28/01/2020,Masculino,30,Ceará,Brazil,-5.7329092,-39.0098669
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,28/01/2020,Masculino,18,Ceará,Brazil,-3.7300563,-38.6593082
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,29/01/2020,Masculino,55,Ceará,Brazil,-3.7300563,-38.6593082
AIS 1,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,29/01/2020,Masculino,21,Ceará,Brazil,-3.7304512,-38.5217989
AIS 11,Trairi,HOMICIDIO DOLOSO,Arma de fogo,29/01/2020,Masculino,24,Ceará,Brazil,-3.2741504,-39.2649188
AIS 14,Massapê,ROUBO SEGUIDO DE MORTE (LATROCINIO),Arma de fogo,29/01/2020,Masculino,51,Ceará,Brazil,-3.5239058,-40.3423107
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,29/01/2020,Masculino,34,Ceará,Brazil,-3.7300563,-38.6593082
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,29/01/2020,Masculino,39,Ceará,Brazil,-3.7304512,-38.5217989
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Outros meios,29/01/2020,Masculino,40,Ceará,Brazil,-3.7304512,-38.5217989
AIS 12,Guaiúba,HOMICIDIO DOLOSO,Arma de fogo,29/01/2020,Masculino,24,Ceará,Brazil,-4.0412656,-38.6369079
AIS 11,Caucaia,LESAO CORPORAL SEGUIDA DE MORTE,Outros meios,29/01/2020,Masculino,67,Ceará,Brazil,-3.7300563,-38.6593082
AIS 10,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,29/01/2020,Masculino,25,Ceará,Brazil,-3.7304512,-38.5217989
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,29/01/2020,Masculino,18,Ceará,Brazil,-3.8922967,-38.6835427
AIS 13,Horizonte,HOMICIDIO DOLOSO,Arma de fogo,29/01/2020,Masculino,21,Ceará,Brazil,-4.0964618,-38.4965574
AIS 12,Itaitinga,HOMICIDIO DOLOSO,Arma de fogo,30/01/2020,Masculino,18,Ceará,Brazil,-3.965768,-38.529763
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,30/01/2020,Masculino,18,Ceará,Brazil,-3.8779438,-38.6247697
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,30/01/2020,Masculino,22,Ceará,Brazil,-3.8922967,-38.6835427
AIS 19,Crato,HOMICIDIO DOLOSO,Arma branca,30/01/2020,Masculino,14,Ceará,Brazil,-7.2369112,-39.4149236
AIS 13,Eusébio,HOMICIDIO DOLOSO,Arma de fogo,30/01/2020,Masculino,40,Ceará,Brazil,-3.8889838,-38.4546585
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,30/01/2020,Feminino,21,Ceará,Brazil,-3.7304512,-38.5217989
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma branca,31/01/2020,Masculino,26,Ceará,Brazil,-3.8922967,-38.6835427
AIS 18,Russas,HOMICIDIO DOLOSO,Arma de fogo,31/01/2020,Masculino,29,Ceará,Brazil,-4.9354279,-37.9783838
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,31/01/2020,Masculino,50,Ceará,Brazil,-3.8922967,-38.6835427
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,31/01/2020,Masculino,26,Ceará,Brazil,-3.8779438,-38.6247697
AIS 19,Araripe,HOMICIDIO DOLOSO,Arma de fogo,31/01/2020,Masculino,17,Ceará,Brazil,-7.212861,-40.1359222
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,01/02/2020,Masculino,19,Ceará,Brazil,-3.7304512,-38.5217989
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,01/02/2020,Masculino,27,Ceará,Brazil,-3.8779438,-38.6247697
AIS 13,Pacajus,HOMICIDIO DOLOSO,Arma de fogo,01/02/2020,Masculino,14,Ceará,Brazil,-4.171073,-38.464988
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,01/02/2020,Masculino,41,Ceará,Brazil,-3.8779438,-38.6247697
AIS 11,São Gonçalo do Amarante,HOMICIDIO DOLOSO,Arma de fogo,01/02/2020,Masculino,25,Ceará,Brazil,-3.6099755,-38.9687182
AIS 11,São Gonçalo do Amarante,HOMICIDIO DOLOSO,Arma de fogo,01/02/2020,Masculino,21,Ceará,Brazil,-3.6099755,-38.9687182
AIS 18,Limoeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,02/02/2020,Masculino,34,Ceará,Brazil,-5.1455607,-38.0984936
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,02/02/2020,Masculino,21,Ceará,Brazil,-3.7304512,-38.5217989
AIS 11,Caucaia,HOMICIDIO DOLOSO,Outros meios,02/02/2020,Masculino,19,Ceará,Brazil,-3.7300563,-38.6593082
AIS 14,Meruoca,ROUBO SEGUIDO DE MORTE (LATROCINIO),Outros meios,02/02/2020,Masculino,31,Ceará,Brazil,-3.5390209,-40.4546107
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,02/02/2020,Masculino,34,Ceará,Brazil,-7.2153453,-39.3153336
AIS 4,Fortaleza,LESAO CORPORAL SEGUIDA DE MORTE,Outros meios,02/02/2020,Masculino,69,Ceará,Brazil,-3.7304512,-38.5217989
AIS 13,Horizonte,HOMICIDIO DOLOSO,Arma de fogo,02/02/2020,Masculino,22,Ceará,Brazil,-4.0964618,-38.4965574
AIS 16,Santa Quitéria,FEMINICÍDIO,Arma de fogo,02/02/2020,Feminino,39,Ceará,Brazil,-4.3336553,-40.1544913
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,02/02/2020,Masculino,29,Ceará,Brazil,-3.7304512,-38.5217989
AIS 17,Tururu,HOMICIDIO DOLOSO,Arma de fogo,02/02/2020,Masculino,21,Ceará,Brazil,-3.5985489,-39.4358101
AIS 14,Forquilha,HOMICIDIO DOLOSO,Arma de fogo,03/02/2020,Masculino,40,Ceará,Brazil,-3.799447,-40.263405
AIS 12,Maranguape,HOMICIDIO DOLOSO,Outros meios,03/02/2020,Feminino,35,Ceará,Brazil,-3.8922967,-38.6835427
AIS 11,São Luís do Curu,HOMICIDIO DOLOSO,Arma de fogo,03/02/2020,Masculino,15,Ceará,Brazil,-3.672399,-39.2364881
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma branca,03/02/2020,Masculino,42,Ceará,Brazil,-3.9063117,-38.387504
AIS 13,Aquiraz,HOMICIDIO DOLOSO,Arma de fogo,03/02/2020,Masculino,23,Ceará,Brazil,-3.9063117,-38.387504
AIS 19,Crato,HOMICIDIO DOLOSO,Arma branca,03/02/2020,Masculino,48,Ceará,Brazil,-7.2369112,-39.4149236
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,03/02/2020,Masculino,31,Ceará,Brazil,-3.8779438,-38.6247697
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,03/02/2020,Masculino,22,Ceará,Brazil,-3.7300563,-38.6593082
AIS 4,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,03/02/2020,Masculino,24,Ceará,Brazil,-3.7304512,-38.5217989
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,04/02/2020,Masculino,51,Ceará,Brazil,-3.7304512,-38.5217989
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,04/02/2020,Masculino,59,Ceará,Brazil,-7.2153453,-39.3153336
AIS 11,São Luís do Curu,HOMICIDIO DOLOSO,Arma de fogo,05/02/2020,Masculino,21,Ceará,Brazil,-3.672399,-39.2364881
AIS 21,Saboeiro,HOMICIDIO DOLOSO,Arma de fogo,05/02/2020,Masculino,50,Ceará,Brazil,-6.539564,-39.9047802
AIS 20,Morada Nova,HOMICIDIO DOLOSO,Outros meios,05/02/2020,Masculino,39,Ceará,Brazil,-5.1076699,-38.3727852
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,06/02/2020,Masculino,56,Ceará,Brazil,-3.7304512,-38.5217989
AIS 19,Campos Sales,HOMICIDIO DOLOSO,Arma de fogo,06/02/2020,Masculino,27,Ceará,Brazil,-7.0750814,-40.3830178
AIS 19,Campos Sales,HOMICIDIO DOLOSO,Arma de fogo,06/02/2020,Masculino,81,Ceará,Brazil,-7.0750814,-40.3830178
AIS 22,Mombaça,HOMICIDIO DOLOSO,Arma branca,06/02/2020,Masculino,34,Ceará,Brazil,-5.7450899,-39.6293519
AIS 16,Ipu,ROUBO SEGUIDO DE MORTE (LATROCINIO),Arma de fogo,06/02/2020,Masculino,43,Ceará,Brazil,-4.3239824,-40.7097463
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,06/02/2020,Masculino,23,Ceará,Brazil,-3.7304512,-38.5217989
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,06/02/2020,Masculino,61,Ceará,Brazil,-3.7304512,-38.5217989
AIS 1,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,06/02/2020,Masculino,25,Ceará,Brazil,-3.7304512,-38.5217989
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,06/02/2020,Masculino,58,Ceará,Brazil,-3.7304512,-38.5217989
AIS 13,Horizonte,HOMICIDIO DOLOSO,Arma de fogo,07/02/2020,Masculino,29,Ceará,Brazil,-4.0964618,-38.4965574
AIS 20,Morada Nova,HOMICIDIO DOLOSO,Arma de fogo,07/02/2020,Masculino,22,Ceará,Brazil,-5.1076699,-38.3727852
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,07/02/2020,Masculino,31,Ceará,Brazil,-3.7300563,-38.6593082
AIS 10,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,07/02/2020,Masculino,37,Ceará,Brazil,-3.7304512,-38.5217989
AIS 20,Quixadá,HOMICIDIO DOLOSO,Arma de fogo,07/02/2020,Masculino,22,Ceará,Brazil,-4.9706021,-39.0158403
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,07/02/2020,Masculino,29,Ceará,Brazil,-3.7300563,-38.6593082
AIS 20,Senador Pompeu,HOMICIDIO DOLOSO,Arma de fogo,07/02/2020,Masculino,38,Ceará,Brazil,-5.5874386,-39.3730901
AIS 10,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,07/02/2020,Masculino,26,Ceará,Brazil,-3.7304512,-38.5217989
AIS 15,Canindé,HOMICIDIO DOLOSO,Arma de fogo,07/02/2020,Masculino,19,Ceará,Brazil,-4.3547946,-39.3108516
AIS 13,Cascavel,HOMICIDIO DOLOSO,Arma de fogo,07/02/2020,Masculino,15,Ceará,Brazil,-4.129666,-38.241178
AIS 18,Beberibe,HOMICIDIO DOLOSO,Arma de fogo,07/02/2020,Masculino,55,Ceará,Brazil,-4.1810469,-38.1298101
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,07/02/2020,Masculino,22,Ceará,Brazil,-3.7304512,-38.5217989
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,07/02/2020,Masculino,20,Ceará,Brazil,-7.2153453,-39.3153336
AIS 19,Mauriti,HOMICIDIO DOLOSO,Arma de fogo,07/02/2020,Masculino,52,Ceará,Brazil,-7.3870095,-38.7737751
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,08/02/2020,Masculino,40,Ceará,Brazil,-3.7304512,-38.5217989
AIS 7,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,08/02/2020,Masculino,26,Ceará,Brazil,-3.7304512,-38.5217989
AIS 18,Quixeré,HOMICIDIO DOLOSO,Arma de fogo,08/02/2020,Masculino,22,Ceará,Brazil,-5.0742841,-37.9892825
AIS 18,Limoeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,08/02/2020,Masculino,35,Ceará,Brazil,-5.1455607,-38.0984936
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,08/02/2020,Masculino,37,Ceará,Brazil,-3.7304512,-38.5217989
AIS 8,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,08/02/2020,Masculino,20,Ceará,Brazil,-3.7304512,-38.5217989
AIS 5,Fortaleza,HOMICIDIO DOLOSO,Outros meios,08/02/2020,Masculino,44,Ceará,Brazil,-3.7304512,-38.5217989
AIS 4,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,08/02/2020,Feminino,16,Ceará,Brazil,-3.7304512,-38.5217989
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,08/02/2020,Masculino,21,Ceará,Brazil,-3.7300563,-38.6593082
AIS 20,Ibicuitinga,HOMICIDIO DOLOSO,Arma de fogo,08/02/2020,Masculino,51,Ceará,Brazil,-4.9751759,-38.6368754
AIS 20,Quixadá,HOMICIDIO DOLOSO,Arma de fogo,08/02/2020,Masculino,23,Ceará,Brazil,-4.9706021,-39.0158403
AIS 21,Saboeiro,HOMICIDIO DOLOSO,Arma de fogo,09/02/2020,Masculino,32,Ceará,Brazil,-6.539564,-39.9047802
AIS 11,Trairi,HOMICIDIO DOLOSO,Arma de fogo,09/02/2020,Masculino,19,Ceará,Brazil,-3.2741504,-39.2649188
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,09/02/2020,Masculino,31,Ceará,Brazil,-3.7304512,-38.5217989
AIS 13,Cascavel,HOMICIDIO DOLOSO,Arma de fogo,09/02/2020,Masculino,18,Ceará,Brazil,-4.129666,-38.241178
AIS 9,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,09/02/2020,Masculino,16,Ceará,Brazil,-3.7304512,-38.5217989
AIS 11,Trairi,HOMICIDIO DOLOSO,Arma de fogo,09/02/2020,Masculino,20,Ceará,Brazil,-3.2741504,-39.2649188
AIS 18,Russas,HOMICIDIO DOLOSO,Arma de fogo,09/02/2020,Masculino,30,Ceará,Brazil,-4.9354279,-37.9783838
AIS 13,Horizonte,HOMICIDIO DOLOSO,Arma de fogo,09/02/2020,Masculino,23,Ceará,Brazil,-4.0964618,-38.4965574
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,09/02/2020,Masculino,22,Ceará,Brazil,-3.7304512,-38.5217989
AIS 19,Crato,HOMICIDIO DOLOSO,Arma de fogo,09/02/2020,Masculino,21,Ceará,Brazil,-7.2369112,-39.4149236
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,09/02/2020,Masculino,38,Ceará,Brazil,-7.2153453,-39.3153336
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,09/02/2020,Masculino,30,Ceará,Brazil,-3.8779438,-38.6247697
AIS 13,Cascavel,HOMICIDIO DOLOSO,Arma de fogo,09/02/2020,Masculino,21,Ceará,Brazil,-4.129666,-38.241178
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,09/02/2020,Masculino,26,Ceará,Brazil,-3.8779438,-38.6247697
AIS 17,Uruburetama,HOMICIDIO DOLOSO,Arma branca,09/02/2020,Masculino,45,Ceará,Brazil,-3.6235302,-39.5050697
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,10/02/2020,Masculino,18,Ceará,Brazil,-3.7304512,-38.5217989
AIS 22,Tauá,HOMICIDIO DOLOSO,Arma de fogo,10/02/2020,Masculino,29,Ceará,Brazil,-6.0031372,-40.2947268
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,10/02/2020,Masculino,33,Ceará,Brazil,-3.8779438,-38.6247697
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,10/02/2020,Masculino,-,Ceará,Brazil,-3.7304512,-38.5217989
AIS 15,Caridade,HOMICIDIO DOLOSO,Arma de fogo,10/02/2020,Masculino,37,Ceará,Brazil,-4.2316487,-39.1946515
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,10/02/2020,Masculino,30,Ceará,Brazil,-3.7300563,-38.6593082
AIS 12,Pacatuba,HOMICIDIO DOLOSO,Arma de fogo,10/02/2020,Masculino,42,Ceará,Brazil,-3.9841,-38.6180383
AIS 20,Choró,HOMICIDIO DOLOSO,Arma branca,10/02/2020,Masculino,21,Ceará,Brazil,-4.8435726,-39.1393071
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,10/02/2020,Masculino,39,Ceará,Brazil,-3.7300563,-38.6593082
AIS 18,Quixeré,HOMICIDIO DOLOSO,Arma branca,10/02/2020,Masculino,38,Ceará,Brazil,-5.0742841,-37.9892825
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,10/02/2020,Masculino,36,Ceará,Brazil,-3.8779438,-38.6247697
AIS 12,Maracanaú,HOMICIDIO DOLOSO,Arma de fogo,10/02/2020,Masculino,64,Ceará,Brazil,-3.8779438,-38.6247697
AIS 19,Crato,HOMICIDIO DOLOSO,Arma de fogo,10/02/2020,Masculino,15,Ceará,Brazil,-7.2369112,-39.4149236
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma branca,11/02/2020,Feminino,18,Ceará,Brazil,-3.7300563,-38.6593082
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,11/02/2020,Masculino,23,Ceará,Brazil,-7.2153453,-39.3153336
AIS 15,Canindé,HOMICIDIO DOLOSO,Arma de fogo,11/02/2020,Masculino,39,Ceará,Brazil,-4.3547946,-39.3108516
AIS 15,Itapiúna,HOMICIDIO DOLOSO,Arma de fogo,12/02/2020,Masculino,44,Ceará,Brazil,-4.5654191,-38.9211537
AIS 2,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,12/02/2020,Masculino,32,Ceará,Brazil,-3.7304512,-38.5217989
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,12/02/2020,Masculino,22,Ceará,Brazil,-3.7300563,-38.6593082
AIS 11,São Gonçalo do Amarante,HOMICIDIO DOLOSO,Arma de fogo,12/02/2020,Masculino,21,Ceará,Brazil,-3.6099755,-38.9687182
AIS 19,Juazeiro do Norte,HOMICIDIO DOLOSO,Arma de fogo,12/02/2020,Masculino,25,Ceará,Brazil,-7.2153453,-39.3153336
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,12/02/2020,Masculino,25,Ceará,Brazil,-3.7300563,-38.6593082
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Outros meios,12/02/2020,Masculino,18,Ceará,Brazil,-3.7304512,-38.5217989
AIS 6,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,12/02/2020,Masculino,30,Ceará,Brazil,-3.7304512,-38.5217989
AIS 21,Várzea Alegre,HOMICIDIO DOLOSO,Arma de fogo,12/02/2020,Feminino,13,Ceará,Brazil,-6.7936089,-39.2989333
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,12/02/2020,Feminino,18,Ceará,Brazil,-3.7300563,-38.6593082
AIS 19,Crato,HOMICIDIO DOLOSO,Arma de fogo,12/02/2020,Masculino,34,Ceará,Brazil,-7.2369112,-39.4149236
AIS 3,Fortaleza,HOMICIDIO DOLOSO,Arma de fogo,12/02/2020,Masculino,35,Ceará,Brazil,-3.7304512,-38.5217989
AIS 20,Quixadá,HOMICIDIO DOLOSO,Arma de fogo,12/02/2020,Masculino,25,Ceará,Brazil,-4.9706021,-39.0158403
AIS 12,Maranguape,HOMICIDIO DOLOSO,Arma de fogo,13/02/2020,Masculino,36,Ceará,Brazil,-3.8922967,-38.6835427
AIS 11,Caucaia,HOMICIDIO DOLOSO,Arma de fogo,13/02/2020,Masculino,17,Ceará,Brazil,-3.7300563,-38.6593082
